sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
1,5/12/2021 12:00,13,-55,-55,5/12/2021 12:00
2,5/12/2021 12:10,13.7,-55,-55,5/12/2021 12:10
3,5/12/2021 12:20,15,-55,-55,5/12/2021 12:20
4,5/12/2021 12:30,16.1,-55,-55,5/12/2021 12:30
5,5/12/2021 12:40,17.2,-55,-55,5/12/2021 12:40
6,5/12/2021 12:50,18.2,-55,-55,5/12/2021 12:50
7,5/12/2021 13:00,19.1,-56,-55,5/12/2021 13:00
8,5/12/2021 13:10,20.2,-56,-56,5/12/2021 13:10
9,5/12/2021 13:20,20.9,-56,-56,5/12/2021 13:20
10,5/12/2021 13:30,21.5,-56,-56,5/12/2021 13:30
11,5/12/2021 13:40,21.6,-56,-56,5/12/2021 13:40
12,5/12/2021 13:50,21.5,-56,-56,5/12/2021 13:50
13,5/12/2021 14:00,21.3,-56,-56,5/12/2021 14:00
14,5/12/2021 14:10,21.4,-56,-56,5/12/2021 14:10
15,5/12/2021 14:20,21.9,-56,-56,5/12/2021 14:20
16,5/12/2021 14:30,22.1,-56,-56,5/12/2021 14:30
17,5/12/2021 14:40,22.2,-56,-56,5/12/2021 14:40
18,5/12/2021 14:50,22.6,-56,-56,5/12/2021 14:50
19,5/12/2021 15:00,23.2,-56,-56,5/12/2021 15:00
20,5/12/2021 15:10,23.9,-56,-56,5/12/2021 15:10
21,5/12/2021 15:20,24.9,-56,-56,5/12/2021 15:20
22,5/12/2021 15:30,25.7,-56,-56,5/12/2021 15:30
23,5/12/2021 15:40,26.3,-56,-56,5/12/2021 15:40
24,5/12/2021 15:50,26.6,-56,-56,5/12/2021 15:50
25,5/12/2021 16:00,26.3,-56,-56,5/12/2021 16:00
26,5/12/2021 16:10,26,-56,-56,5/12/2021 16:10
27,5/12/2021 16:20,25.3,-55,-56,5/12/2021 16:20
28,5/12/2021 16:30,21.6,-58,-57,5/12/2021 16:30
29,5/12/2021 16:40,19.3,-59,-59,5/12/2021 16:40
30,5/12/2021 16:50,17.7,-58,-58,5/12/2021 16:50
31,5/12/2021 17:00,16.4,-58,-58,5/12/2021 17:00
32,5/12/2021 17:10,14.2,-52,-57,5/12/2021 17:10
33,5/12/2021 17:20,12.5,-54,-54,5/12/2021 17:20
34,5/12/2021 17:30,11.4,-54,-54,5/12/2021 17:30
35,5/12/2021 17:40,11,-54,-54,5/12/2021 17:40
36,5/12/2021 17:50,10.8,-54,-54,5/12/2021 17:50
37,5/12/2021 18:00,10.6,-54,-54,5/12/2021 18:00
38,5/12/2021 18:10,10.5,-52,-53,5/12/2021 18:10
39,5/12/2021 18:20,10.3,-50,-51,5/12/2021 18:20
40,5/12/2021 18:30,10.2,-54,-52,5/12/2021 18:30
41,5/12/2021 18:40,10.3,-54,-54,5/12/2021 18:40
42,5/12/2021 18:50,10.9,-54,-54,5/12/2021 18:50
43,5/12/2021 19:00,11.5,-54,-53,5/12/2021 19:00
44,5/12/2021 19:10,11.8,-53,-53,5/12/2021 19:10
45,5/12/2021 19:20,12,-54,-53,5/12/2021 19:20
