sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
7376,2/7/2021 17:10,8.3,249,249,7/2/21 17:10
7377,2/7/2021 17:20,8.3,249,249,7/2/21 17:20
7378,2/7/2021 17:30,8.2,249,249,7/2/21 17:30
7379,2/7/2021 17:40,8.2,249,249,7/2/21 17:40
7380,2/7/2021 17:50,8.2,248,249,7/2/21 17:50
7381,2/7/2021 18:00,8.1,246,249,7/2/21 18:00
7382,2/7/2021 18:10,8.1,249,249,7/2/21 18:10
7383,2/7/2021 18:20,8,247,248,7/2/21 18:20
7384,2/7/2021 18:30,8,249,249,7/2/21 18:30
7385,2/7/2021 18:40,7.9,250,249,7/2/21 18:40
7386,2/7/2021 18:50,7.8,249,249,7/2/21 18:50
7387,2/7/2021 19:00,7.8,248,249,7/2/21 19:00
7388,2/7/2021 19:10,7.7,249,249,7/2/21 19:10
7389,2/7/2021 19:20,7.6,248,248,7/2/21 19:20
7390,2/7/2021 19:30,7.6,246,248,7/2/21 19:30
7391,2/7/2021 19:40,7.5,249,248,7/2/21 19:40
7392,2/7/2021 19:50,7.5,249,249,7/2/21 19:50
7393,2/7/2021 20:00,7.4,249,249,7/2/21 20:00
7394,2/7/2021 20:10,7.3,249,249,7/2/21 20:10
7395,2/7/2021 20:20,7.3,248,249,7/2/21 20:20
7396,2/7/2021 20:30,7.2,247,248,7/2/21 20:30
7397,2/7/2021 20:40,7.2,249,249,7/2/21 20:40
7398,2/7/2021 20:50,7.1,249,249,7/2/21 20:50
7399,2/7/2021 21:00,7,249,249,7/2/21 21:00
7400,2/7/2021 21:10,7,249,249,7/2/21 21:10
7401,2/7/2021 21:20,6.9,248,249,7/2/21 21:20
7402,2/7/2021 21:30,6.9,249,249,7/2/21 21:30
7403,2/7/2021 21:40,6.8,250,249,7/2/21 21:40
7404,2/7/2021 21:50,6.7,248,249,7/2/21 21:50
7405,2/7/2021 22:00,6.7,249,249,7/2/21 22:00
7406,2/7/2021 22:10,6.6,251,249,7/2/21 22:10
7407,2/7/2021 22:20,6.5,248,248,7/2/21 22:20
7408,2/7/2021 22:30,6.5,249,249,7/2/21 22:30
7409,2/7/2021 22:40,6.5,249,249,7/2/21 22:40
7410,2/7/2021 22:50,6.4,249,249,7/2/21 22:50
7411,2/7/2021 23:00,6.4,249,249,7/2/21 23:00
7412,2/7/2021 23:10,6.3,248,249,7/2/21 23:10
7413,2/7/2021 23:20,6.3,249,249,7/2/21 23:20
7414,2/7/2021 23:30,6.2,249,249,7/2/21 23:30
7415,2/7/2021 23:40,6.2,250,249,7/2/21 23:40
7416,2/7/2021 23:50,6.1,249,249,7/2/21 23:50
7417,3/7/2021 0:00,6.1,249,249,7/3/21 00:00
7418,3/7/2021 0:10,6,248,249,7/3/21 00:10
7419,3/7/2021 0:20,6,248,248,7/3/21 00:20
7420,3/7/2021 0:30,5.9,248,249,7/3/21 00:30
7421,3/7/2021 0:40,5.9,250,248,7/3/21 00:40
7422,3/7/2021 0:50,5.8,249,249,7/3/21 00:50
