sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
5358,18/06/2021 16:50:00,6.5,283,284,6/18/21 16:50
5359,18/06/2021 17:00:00,6.6,287,285,6/18/21 17:00
5360,18/06/2021 17:10:00,6.5,286,285,6/18/21 17:10
5361,18/06/2021 17:20:00,6.5,286,285,6/18/21 17:20
5362,18/06/2021 17:30:00,6.5,286,284,6/18/21 17:30
5363,18/06/2021 17:40:00,6.5,283,285,6/18/21 17:40
5364,18/06/2021 17:50:00,6.5,287,286,6/18/21 17:50
5365,18/06/2021 18:00:00,6.5,285,286,6/18/21 18:00
5366,18/06/2021 18:10:00,6.5,286,284,6/18/21 18:10
5367,18/06/2021 18:20:00,6.5,285,286,6/18/21 18:20
5368,18/06/2021 18:30:00,6.4,284,284,6/18/21 18:30
5369,18/06/2021 18:40:00,6.4,285,283,6/18/21 18:40
5370,18/06/2021 18:50:00,6.4,284,284,6/18/21 18:50
5371,18/06/2021 19:00:00,6.3,283,285,6/18/21 19:00
5372,18/06/2021 19:10:00,6.3,285,286,6/18/21 19:10
5373,18/06/2021 19:20:00,6.3,284,286,6/18/21 19:20
5374,18/06/2021 19:30:00,6.2,285,285,6/18/21 19:30
5375,18/06/2021 19:40:00,6.2,287,285,6/18/21 19:40
5376,18/06/2021 19:50:00,6.1,287,284,6/18/21 19:50
5377,18/06/2021 20:00:00,6.1,285,286,6/18/21 20:00
5378,18/06/2021 20:10:00,6,288,285,6/18/21 20:10
5379,18/06/2021 20:20:00,6,283,286,6/18/21 20:20
5380,18/06/2021 20:30:00,6,277,285,6/18/21 20:30
5381,18/06/2021 20:40:00,5.9,286,286,6/18/21 20:40
5382,18/06/2021 20:50:00,5.9,288,286,6/18/21 20:50
5383,18/06/2021 21:00:00,5.9,284,286,6/18/21 21:00
5384,18/06/2021 21:10:00,5.8,288,286,6/18/21 21:10
5385,18/06/2021 21:20:00,5.8,284,285,6/18/21 21:20
5386,18/06/2021 21:30:00,5.7,285,285,6/18/21 21:30
5387,18/06/2021 21:40:00,5.6,284,286,6/18/21 21:40
5388,18/06/2021 21:50:00,5.6,288,285,6/18/21 21:50
5389,18/06/2021 22:00:00,5.6,285,286,6/18/21 22:00
5390,18/06/2021 22:10:00,5.5,284,285,6/18/21 22:10
5391,18/06/2021 22:20:00,5.5,287,286,6/18/21 22:20
5392,18/06/2021 22:30:00,5.4,286,285,6/18/21 22:30
5393,18/06/2021 22:40:00,5.4,288,286,6/18/21 22:40
5394,18/06/2021 22:50:00,5.3,288,286,6/18/21 22:50
5395,18/06/2021 23:00:00,5.3,285,286,6/18/21 23:00
5396,18/06/2021 23:10:00,5.3,290,285,6/18/21 23:10
5397,18/06/2021 23:20:00,5.2,285,285,6/18/21 23:20
5398,18/06/2021 23:30:00,5.2,284,285,6/18/21 23:30
5399,18/06/2021 23:40:00,5.1,281,285,6/18/21 23:40
5400,18/06/2021 23:50:00,5.1,288,286,6/18/21 23:50
5401,19/06/2021 00:00:00,5.1,281,285,6/19/21 0:00
5402,19/06/2021 00:10:00,5,284,286,6/19/21 0:10
5403,19/06/2021 00:20:00,5,287,285,6/19/21 0:20
5404,19/06/2021 00:30:00,4.9,282,285,6/19/21 0:30
5405,19/06/2021 00:40:00,4.9,283,285,6/19/21 0:40
5406,19/06/2021 00:50:00,4.9,285,286,6/19/21 0:50
5407,19/06/2021 01:00:00,4.8,284,286,6/19/21 1:00
5408,19/06/2021 01:10:00,4.8,282,285,6/19/21 1:10
5409,19/06/2021 01:20:00,4.7,286,286,6/19/21 1:20
5410,19/06/2021 01:30:00,4.7,286,286,6/19/21 1:30
5411,19/06/2021 01:40:00,4.6,285,285,6/19/21 1:40
5412,19/06/2021 01:50:00,4.6,284,283,6/19/21 1:50
5413,19/06/2021 02:00:00,4.6,288,285,6/19/21 2:00
5414,19/06/2021 02:10:00,4.6,285,286,6/19/21 2:10
5415,19/06/2021 02:20:00,4.6,284,285,6/19/21 2:20
