sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
3343,23/07/2021 16:40:00,7.6,71,71,7/23/21 16:40
3344,23/07/2021 16:50:00,7.6,71,71,7/23/21 16:50
3345,23/07/2021 17:00:00,7.6,70,70,7/23/21 17:00
3346,23/07/2021 17:10:00,7.6,70,70,7/23/21 17:10
3347,23/07/2021 17:20:00,7.5,71,71,7/23/21 17:20
3348,23/07/2021 17:30:00,7.5,71,71,7/23/21 17:30
3349,23/07/2021 17:40:00,7.5,71,71,7/23/21 17:40
3350,23/07/2021 17:50:00,7.5,71,71,7/23/21 17:50
3351,23/07/2021 18:00:00,7.5,71,71,7/23/21 18:00
3352,23/07/2021 18:10:00,7.5,71,71,7/23/21 18:10
3353,23/07/2021 18:20:00,7.4,71,71,7/23/21 18:20
3354,23/07/2021 18:30:00,7.4,71,71,7/23/21 18:30
3355,23/07/2021 18:40:00,7.4,71,71,7/23/21 18:40
3356,23/07/2021 18:50:00,7.4,71,71,7/23/21 18:50
3357,23/07/2021 19:00:00,7.3,71,71,7/23/21 19:00
3358,23/07/2021 19:10:00,7.3,71,71,7/23/21 19:10
3359,23/07/2021 19:20:00,7.3,71,71,7/23/21 19:20
3360,23/07/2021 19:30:00,7.3,72,72,7/23/21 19:30
3361,23/07/2021 19:40:00,7.3,72,72,7/23/21 19:40
3362,23/07/2021 19:50:00,7.2,72,72,7/23/21 19:50
3363,23/07/2021 20:00:00,7.2,72,72,7/23/21 20:00
3364,23/07/2021 20:10:00,7.2,72,72,7/23/21 20:10
3365,23/07/2021 20:20:00,7.1,72,72,7/23/21 20:20
3366,23/07/2021 20:30:00,7.1,72,72,7/23/21 20:30
3367,23/07/2021 20:40:00,7.1,71,72,7/23/21 20:40
3368,23/07/2021 20:50:00,7.1,72,72,7/23/21 20:50
3369,23/07/2021 21:00:00,7.1,72,71,7/23/21 21:00
3370,23/07/2021 21:10:00,7,72,72,7/23/21 21:10
3371,23/07/2021 21:20:00,7,72,72,7/23/21 21:20
3372,23/07/2021 21:30:00,7,72,72,7/23/21 21:30
3373,23/07/2021 21:40:00,7,72,72,7/23/21 21:40
3374,23/07/2021 21:50:00,7,72,72,7/23/21 21:50
3375,23/07/2021 22:00:00,7,72,72,7/23/21 22:00
3376,23/07/2021 22:10:00,7,72,72,7/23/21 22:10
3377,23/07/2021 22:20:00,6.9,72,72,7/23/21 22:20
3378,23/07/2021 22:30:00,6.9,71,71,7/23/21 22:30
3379,23/07/2021 22:40:00,6.9,71,71,7/23/21 22:40
3380,23/07/2021 22:50:00,6.9,71,71,7/23/21 22:50
3381,23/07/2021 23:00:00,6.9,71,71,7/23/21 23:00
3382,23/07/2021 23:10:00,6.9,71,71,7/23/21 23:10
3383,23/07/2021 23:20:00,6.9,70,71,7/23/21 23:20
3384,23/07/2021 23:30:00,6.8,71,70,7/23/21 23:30
3385,23/07/2021 23:40:00,6.8,71,71,7/23/21 23:40
3386,23/07/2021 23:50:00,6.8,70,70,7/23/21 23:50
3387,24/07/2021 00:00:00,6.8,71,70,7/24/21 0:00
3388,24/07/2021 00:10:00,6.7,70,70,7/24/21 0:10
3389,24/07/2021 00:20:00,6.7,70,70,7/24/21 0:20
3390,24/07/2021 00:30:00,6.7,70,70,7/24/21 0:30
3391,24/07/2021 00:40:00,6.7,70,70,7/24/21 0:40
3392,24/07/2021 00:50:00,6.7,70,70,7/24/21 0:50
3393,24/07/2021 01:00:00,6.7,70,70,7/24/21 1:00
3394,24/07/2021 01:10:00,6.6,70,70,7/24/21 1:10
3395,24/07/2021 01:20:00,6.6,70,70,7/24/21 1:20
3396,24/07/2021 01:30:00,6.6,70,70,7/24/21 1:30
3397,24/07/2021 01:40:00,6.6,70,70,7/24/21 1:40
3398,24/07/2021 01:50:00,6.6,70,70,7/24/21 1:50
3399,24/07/2021 02:00:00,6.6,70,70,7/24/21 2:00
3400,24/07/2021 02:10:00,6.5,70,70,7/24/21 2:10
3401,24/07/2021 02:20:00,6.5,70,70,7/24/21 2:20
3402,24/07/2021 02:30:00,6.5,70,70,7/24/21 2:30
3403,24/07/2021 02:40:00,6.5,70,70,7/24/21 2:40
3404,24/07/2021 02:50:00,6.5,70,70,7/24/21 2:50
3405,24/07/2021 03:00:00,6.5,70,70,7/24/21 3:00
3406,24/07/2021 03:10:00,6.5,70,70,7/24/21 3:10
3407,24/07/2021 03:20:00,6.5,70,70,7/24/21 3:20
3408,24/07/2021 03:30:00,6.5,70,70,7/24/21 3:30
3409,24/07/2021 03:40:00,6.4,70,70,7/24/21 3:40
3410,24/07/2021 03:50:00,6.4,70,70,7/24/21 3:50
3411,24/07/2021 04:00:00,6.3,70,70,7/24/21 4:00
3412,24/07/2021 04:10:00,6.3,70,70,7/24/21 4:10
3413,24/07/2021 04:20:00,6.3,70,70,7/24/21 4:20
3414,24/07/2021 04:30:00,6.2,70,70,7/24/21 4:30
3415,24/07/2021 04:40:00,6.2,69,70,7/24/21 4:40
3416,24/07/2021 04:50:00,6.2,69,70,7/24/21 4:50
3417,24/07/2021 05:00:00,6.1,69,70,7/24/21 5:00
3418,24/07/2021 05:10:00,6.1,70,69,7/24/21 5:10
3419,24/07/2021 05:20:00,6,70,70,7/24/21 5:20
3420,24/07/2021 05:30:00,6,69,69,7/24/21 5:30
3421,24/07/2021 05:40:00,6,70,70,7/24/21 5:40
3422,24/07/2021 05:50:00,5.9,70,69,7/24/21 5:50
3423,24/07/2021 06:00:00,5.9,69,69,7/24/21 6:00
3424,24/07/2021 06:10:00,5.9,69,69,7/24/21 6:10
3425,24/07/2021 06:20:00,5.8,69,69,7/24/21 6:20
3426,24/07/2021 06:30:00,5.8,69,70,7/24/21 6:30
3427,24/07/2021 06:40:00,5.8,69,69,7/24/21 6:40
3428,24/07/2021 06:50:00,5.8,69,69,7/24/21 6:50
3429,24/07/2021 07:00:00,5.8,69,69,7/24/21 7:00
3430,24/07/2021 07:10:00,5.8,69,69,7/24/21 7:10
3431,24/07/2021 07:20:00,5.8,69,69,7/24/21 7:20
3432,24/07/2021 07:30:00,5.8,70,70,7/24/21 7:30
3433,24/07/2021 07:40:00,5.8,70,69,7/24/21 7:40
3434,24/07/2021 07:50:00,5.8,69,69,7/24/21 7:50
3435,24/07/2021 08:00:00,5.9,70,70,7/24/21 8:00
3436,24/07/2021 08:10:00,5.9,69,70,7/24/21 8:10
3437,24/07/2021 08:20:00,5.9,69,69,7/24/21 8:20
3438,24/07/2021 08:30:00,5.9,70,69,7/24/21 8:30
3439,24/07/2021 08:40:00,6,70,69,7/24/21 8:40
3440,24/07/2021 08:50:00,6,69,70,7/24/21 8:50
3441,24/07/2021 09:00:00,6,70,70,7/24/21 9:00
3442,24/07/2021 09:10:00,6.1,69,70,7/24/21 9:10
3443,24/07/2021 09:20:00,6.1,69,70,7/24/21 9:20
3444,24/07/2021 09:30:00,6.1,69,70,7/24/21 9:30
3445,24/07/2021 09:40:00,6.1,70,70,7/24/21 9:40
3446,24/07/2021 09:50:00,6.2,70,70,7/24/21 9:50
3447,24/07/2021 10:00:00,6.3,70,70,7/24/21 10:00
3448,24/07/2021 10:10:00,6.6,70,70,7/24/21 10:10
3449,24/07/2021 10:20:00,6.7,70,70,7/24/21 10:20
3450,24/07/2021 10:30:00,6.7,70,70,7/24/21 10:30
3451,24/07/2021 10:40:00,6.7,70,70,7/24/21 10:40
3452,24/07/2021 10:50:00,6.9,70,70,7/24/21 10:50
3453,24/07/2021 11:00:00,7.1,70,70,7/24/21 11:00
3454,24/07/2021 11:10:00,7.2,70,70,7/24/21 11:10
3455,24/07/2021 11:20:00,7.4,70,70,7/24/21 11:20
3456,24/07/2021 11:30:00,7.6,70,70,7/24/21 11:30
3457,24/07/2021 11:40:00,7.8,70,70,7/24/21 11:40
3458,24/07/2021 11:50:00,7.9,70,70,7/24/21 11:50
3459,24/07/2021 12:00:00,8,70,70,7/24/21 12:00
3460,24/07/2021 12:10:00,8.1,70,70,7/24/21 12:10
3461,24/07/2021 12:20:00,8.2,70,70,7/24/21 12:20
3462,24/07/2021 12:30:00,8.2,70,70,7/24/21 12:30
3463,24/07/2021 12:40:00,8.1,70,70,7/24/21 12:40
3464,24/07/2021 12:50:00,8.1,69,70,7/24/21 12:50
3465,24/07/2021 13:00:00,8.2,69,69,7/24/21 13:00
3466,24/07/2021 13:10:00,8.2,69,69,7/24/21 13:10
3467,24/07/2021 13:20:00,8.3,70,70,7/24/21 13:20
3468,24/07/2021 13:30:00,8.5,69,69,7/24/21 13:30
3469,24/07/2021 13:40:00,8.5,69,69,7/24/21 13:40
3470,24/07/2021 13:50:00,8.5,70,69,7/24/21 13:50
