sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
1,30/06/2021 11:40:00,5.4,86,86,6/30/21 11:40
2,30/06/2021 11:50:00,5.2,88,86,6/30/21 11:50
3,30/06/2021 12:00:00,5.3,83,86,6/30/21 12:00
4,30/06/2021 12:10:00,5.4,82,83,6/30/21 12:10
5,30/06/2021 12:20:00,5.4,82,83,6/30/21 12:20
6,30/06/2021 12:30:00,5.6,84,83,6/30/21 12:30
7,30/06/2021 12:40:00,5.9,84,84,6/30/21 12:40
8,30/06/2021 12:50:00,6,83,84,6/30/21 12:50
9,30/06/2021 13:00:00,6.1,84,84,6/30/21 13:00
10,30/06/2021 13:10:00,6.3,84,84,6/30/21 13:10
11,30/06/2021 13:20:00,6.3,84,84,6/30/21 13:20
12,30/06/2021 13:30:00,6.5,83,83,6/30/21 13:30
13,30/06/2021 13:40:00,6.5,84,84,6/30/21 13:40
14,30/06/2021 13:50:00,6.4,84,84,6/30/21 13:50
15,30/06/2021 14:00:00,6.4,84,84,6/30/21 14:00
16,30/06/2021 14:10:00,6.4,84,84,6/30/21 14:10
17,30/06/2021 14:20:00,6.4,85,84,6/30/21 14:20
18,30/06/2021 14:30:00,6.4,84,84,6/30/21 14:30
19,30/06/2021 14:40:00,6.4,83,84,6/30/21 14:40
20,30/06/2021 14:50:00,6.3,85,84,6/30/21 14:50
21,30/06/2021 15:00:00,6.3,85,84,6/30/21 15:00
22,30/06/2021 15:10:00,6.2,84,84,6/30/21 15:10
23,30/06/2021 15:20:00,6.2,84,84,6/30/21 15:20
24,30/06/2021 15:30:00,6.2,83,84,6/30/21 15:30
25,30/06/2021 15:40:00,6.2,84,84,6/30/21 15:40
26,30/06/2021 15:50:00,6.3,84,84,6/30/21 15:50
27,30/06/2021 16:00:00,6.3,82,83,6/30/21 16:00
28,30/06/2021 16:10:00,6.4,81,82,6/30/21 16:10
29,30/06/2021 16:20:00,6.4,81,82,6/30/21 16:20
30,30/06/2021 16:30:00,6.3,81,82,6/30/21 16:30
31,30/06/2021 16:40:00,6.3,82,82,6/30/21 16:40
32,30/06/2021 16:50:00,6.2,81,82,6/30/21 16:50
33,30/06/2021 17:00:00,6.2,82,82,6/30/21 17:00
34,30/06/2021 17:10:00,6.1,82,82,6/30/21 17:10
35,30/06/2021 17:20:00,6.1,82,82,6/30/21 17:20
36,30/06/2021 17:30:00,6.1,81,82,6/30/21 17:30
37,30/06/2021 17:40:00,6.1,82,82,6/30/21 17:40
38,30/06/2021 17:50:00,6,81,82,6/30/21 17:50
39,30/06/2021 18:00:00,6,82,82,6/30/21 18:00
40,30/06/2021 18:10:00,6,81,82,6/30/21 18:10
41,30/06/2021 18:20:00,6,81,82,6/30/21 18:20
42,30/06/2021 18:30:00,5.9,81,82,6/30/21 18:30
43,30/06/2021 18:40:00,5.9,81,82,6/30/21 18:40
44,30/06/2021 18:50:00,5.8,82,82,6/30/21 18:50
45,30/06/2021 19:00:00,5.8,81,82,6/30/21 19:00
46,30/06/2021 19:10:00,5.8,82,82,6/30/21 19:10
47,30/06/2021 19:20:00,5.8,83,83,6/30/21 19:20
48,30/06/2021 19:30:00,5.7,84,84,6/30/21 19:30
49,30/06/2021 19:40:00,5.7,85,85,6/30/21 19:40
50,30/06/2021 19:50:00,5.7,86,86,6/30/21 19:50
51,30/06/2021 20:00:00,5.6,85,85,6/30/21 20:00
52,30/06/2021 20:10:00,5.6,86,86,6/30/21 20:10
53,30/06/2021 20:20:00,5.6,87,87,6/30/21 20:20
54,30/06/2021 20:30:00,5.5,84,86,6/30/21 20:30
55,30/06/2021 20:40:00,5.5,86,85,6/30/21 20:40
56,30/06/2021 20:50:00,5.4,84,84,6/30/21 20:50
57,30/06/2021 21:00:00,5.4,83,84,6/30/21 21:00
58,30/06/2021 21:10:00,5.4,83,84,6/30/21 21:10
59,30/06/2021 21:20:00,5.3,84,84,6/30/21 21:20
60,30/06/2021 21:30:00,5.3,83,83,6/30/21 21:30
61,30/06/2021 21:40:00,5.3,82,83,6/30/21 21:40
62,30/06/2021 21:50:00,5.2,83,83,6/30/21 21:50
63,30/06/2021 22:00:00,5.2,82,82,6/30/21 22:00
