sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
5200,23/07/2021 19:30:00,6.2,52,52,7/23/21 19:30
5201,23/07/2021 19:40:00,6.1,54,52,7/23/21 19:40
5202,23/07/2021 19:50:00,6.1,52,52,7/23/21 19:50
5203,23/07/2021 20:00:00,6.1,50,52,7/23/21 20:00
5204,23/07/2021 20:10:00,6.1,53,52,7/23/21 20:10
5205,23/07/2021 20:20:00,6.1,51,52,7/23/21 20:20
5206,23/07/2021 20:30:00,6,51,52,7/23/21 20:30
5207,23/07/2021 20:40:00,6,53,52,7/23/21 20:40
5208,23/07/2021 20:50:00,6,53,52,7/23/21 20:50
5209,23/07/2021 21:00:00,6,53,52,7/23/21 21:00
5210,23/07/2021 21:10:00,6,53,52,7/23/21 21:10
5211,23/07/2021 21:20:00,6,54,53,7/23/21 21:20
5212,23/07/2021 21:30:00,6,52,52,7/23/21 21:30
5213,23/07/2021 21:40:00,6,53,51,7/23/21 21:40
5214,23/07/2021 21:50:00,6,51,52,7/23/21 21:50
5215,23/07/2021 22:00:00,6,54,52,7/23/21 22:00
5216,23/07/2021 22:10:00,6,52,52,7/23/21 22:10
5217,23/07/2021 22:20:00,6,52,52,7/23/21 22:20
5218,23/07/2021 22:30:00,6,55,52,7/23/21 22:30
5219,23/07/2021 22:40:00,6,56,52,7/23/21 22:40
5220,23/07/2021 22:50:00,6,56,54,7/23/21 22:50
5221,23/07/2021 23:00:00,5.9,54,53,7/23/21 23:00
5222,23/07/2021 23:10:00,5.9,54,55,7/23/21 23:10
5223,23/07/2021 23:20:00,5.9,56,54,7/23/21 23:20
5224,23/07/2021 23:30:00,5.9,55,54,7/23/21 23:30
5225,23/07/2021 23:40:00,5.9,52,53,7/23/21 23:40
5226,23/07/2021 23:50:00,5.9,53,53,7/23/21 23:50
5227,24/07/2021 00:00:00,5.9,54,53,7/24/21 0:00
5228,24/07/2021 00:10:00,5.9,53,54,7/24/21 0:10
5229,24/07/2021 00:20:00,5.9,54,53,7/24/21 0:20
5230,24/07/2021 00:30:00,5.9,53,53,7/24/21 0:30
5231,24/07/2021 00:40:00,5.9,54,54,7/24/21 0:40
5232,24/07/2021 00:50:00,5.8,52,54,7/24/21 0:50
5233,24/07/2021 01:00:00,5.8,53,53,7/24/21 1:00
5234,24/07/2021 01:10:00,5.8,53,54,7/24/21 1:10
