sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
3339,4/6/21 16:20,5.6,256,255,6/4/21 16:20
3340,4/6/21 16:30,5.6,256,256,6/4/21 16:30
3341,4/6/21 16:40,5.6,257,257,6/4/21 16:40
3342,4/6/21 16:50,5.5,257,257,6/4/21 16:50
3343,4/6/21 17:00,5.4,257,257,6/4/21 17:00
3344,4/6/21 17:10,5.3,256,257,6/4/21 17:10
3345,4/6/21 17:20,5.3,257,257,6/4/21 17:20
3346,4/6/21 17:30,5.2,257,257,6/4/21 17:30
3347,4/6/21 17:40,5.1,256,257,6/4/21 17:40
3348,4/6/21 17:50,5.1,257,257,6/4/21 17:50
3349,4/6/21 18:00,5.1,257,257,6/4/21 18:00
3350,4/6/21 18:10,5,257,257,6/4/21 18:10
3351,4/6/21 18:20,5,257,257,6/4/21 18:20
3352,4/6/21 18:30,5,257,257,6/4/21 18:30
3353,4/6/21 18:40,4.9,258,257,6/4/21 18:40
3354,4/6/21 18:50,4.9,257,257,6/4/21 18:50
3355,4/6/21 19:00,4.9,258,257,6/4/21 19:00
3356,4/6/21 19:10,4.9,257,258,6/4/21 19:10
3357,4/6/21 19:20,4.8,259,257,6/4/21 19:20
3358,4/6/21 19:30,4.8,257,258,6/4/21 19:30
3359,4/6/21 19:40,4.7,258,258,6/4/21 19:40
3360,4/6/21 19:50,4.7,258,258,6/4/21 19:50
3361,4/6/21 20:00,4.6,258,258,6/4/21 20:00
3362,4/6/21 20:10,4.6,257,257,6/4/21 20:10
3363,4/6/21 20:20,4.6,258,257,6/4/21 20:20
3364,4/6/21 20:30,4.5,257,257,6/4/21 20:30
3365,4/6/21 20:40,4.4,258,257,6/4/21 20:40
3366,4/6/21 20:50,4.4,258,257,6/4/21 20:50
3367,4/6/21 21:00,4.3,258,257,6/4/21 21:00
3368,4/6/21 21:10,4.3,257,257,6/4/21 21:10
3369,4/6/21 21:20,4.2,258,257,6/4/21 21:20
3370,4/6/21 21:30,4.2,257,257,6/4/21 21:30
3371,4/6/21 21:40,4.1,258,257,6/4/21 21:40
3372,4/6/21 21:50,4.1,257,258,6/4/21 21:50
3373,4/6/21 22:00,4.1,258,258,6/4/21 22:00
3374,4/6/21 22:10,4,257,258,6/4/21 22:10
3375,4/6/21 22:20,4,259,258,6/4/21 22:20
3376,4/6/21 22:30,4,258,258,6/4/21 22:30
3377,4/6/21 22:40,3.9,258,258,6/4/21 22:40
3378,4/6/21 22:50,3.9,259,258,6/4/21 22:50
3379,4/6/21 23:00,3.9,259,258,6/4/21 23:00
3380,4/6/21 23:10,3.8,258,258,6/4/21 23:10
3381,4/6/21 23:20,3.8,258,258,6/4/21 23:20
3382,4/6/21 23:30,3.8,259,258,6/4/21 23:30
3383,4/6/21 23:40,3.8,257,258,6/4/21 23:40
3384,4/6/21 23:50,3.7,258,258,6/4/21 23:50
3385,5/6/21 0:00,3.7,257,258,6/5/21 0:00
3386,5/6/21 0:10,3.7,258,257,6/5/21 0:10
3387,5/6/21 0:20,3.7,257,257,6/5/21 0:20
3388,5/6/21 0:30,3.6,256,257,6/5/21 0:30
3389,5/6/21 0:40,3.6,257,257,6/5/21 0:40
3390,5/6/21 0:50,3.6,257,257,6/5/21 0:50
3391,5/6/21 1:00,3.6,256,257,6/5/21 1:00
3392,5/6/21 1:10,3.6,257,257,6/5/21 1:10
3393,5/6/21 1:20,3.6,257,257,6/5/21 1:20
3394,5/6/21 1:30,3.6,256,257,6/5/21 1:30
3395,5/6/21 1:40,3.6,257,257,6/5/21 1:40
3396,5/6/21 1:50,3.5,257,257,6/5/21 1:50
3397,5/6/21 2:00,3.5,256,256,6/5/21 2:00
3398,5/6/21 2:10,3.5,257,256,6/5/21 2:10
3399,5/6/21 2:20,3.5,256,256,6/5/21 2:20
3400,5/6/21 2:30,3.5,255,256,6/5/21 2:30
3401,5/6/21 2:40,3.5,257,256,6/5/21 2:40
3402,5/6/21 2:50,3.5,256,256,6/5/21 2:50
3403,5/6/21 3:00,3.5,256,256,6/5/21 3:00
3404,5/6/21 3:10,3.5,254,256,6/5/21 3:10
3405,5/6/21 3:20,3.5,256,256,6/5/21 3:20
3406,5/6/21 3:30,3.4,257,256,6/5/21 3:30
3407,5/6/21 3:40,3.4,256,256,6/5/21 3:40
3408,5/6/21 3:50,3.4,257,256,6/5/21 3:50
3409,5/6/21 4:00,3.4,257,256,6/5/21 4:00
3410,5/6/21 4:10,3.4,256,256,6/5/21 4:10
3411,5/6/21 4:20,3.4,256,256,6/5/21 4:20
3412,5/6/21 4:30,3.4,257,256,6/5/21 4:30
3413,5/6/21 4:40,3.4,255,256,6/5/21 4:40
3414,5/6/21 4:50,3.3,257,256,6/5/21 4:50
3415,5/6/21 5:00,3.3,255,256,6/5/21 5:00
3416,5/6/21 5:10,3.3,257,257,6/5/21 5:10
3417,5/6/21 5:20,3.3,256,256,6/5/21 5:20
3418,5/6/21 5:30,3.3,257,257,6/5/21 5:30
3419,5/6/21 5:40,3.3,256,256,6/5/21 5:40
3420,5/6/21 5:50,3.3,256,256,6/5/21 5:50
3421,5/6/21 6:00,3.3,255,256,6/5/21 6:00
3422,5/6/21 6:10,3.3,256,256,6/5/21 6:10
3423,5/6/21 6:20,3.3,258,257,6/5/21 6:20
3424,5/6/21 6:30,3.3,256,256,6/5/21 6:30
3425,5/6/21 6:40,3.3,257,256,6/5/21 6:40
3426,5/6/21 6:50,3.3,257,256,6/5/21 6:50
3427,5/6/21 7:00,3.3,256,256,6/5/21 7:00
3428,5/6/21 7:10,3.3,257,256,6/5/21 7:10
3429,5/6/21 7:20,3.3,256,256,6/5/21 7:20
3430,5/6/21 7:30,3.4,256,256,6/5/21 7:30
3431,5/6/21 7:40,3.4,256,256,6/5/21 7:40
3432,5/6/21 7:50,3.4,256,256,6/5/21 7:50
3433,5/6/21 8:00,3.4,256,256,6/5/21 8:00
3434,5/6/21 8:10,3.5,254,256,6/5/21 8:10
3435,5/6/21 8:20,3.5,256,256,6/5/21 8:20
3436,5/6/21 8:30,3.6,256,256,6/5/21 8:30
3437,5/6/21 8:40,3.6,256,256,6/5/21 8:40
3438,5/6/21 8:50,3.7,257,256,6/5/21 8:50
3439,5/6/21 9:00,3.8,255,256,6/5/21 9:00
3440,5/6/21 9:10,3.9,255,255,6/5/21 9:10
3441,5/6/21 9:20,4,255,255,6/5/21 9:20
3442,5/6/21 9:30,4,254,254,6/5/21 9:30
3443,5/6/21 9:40,4.1,254,255,6/5/21 9:40
3444,5/6/21 9:50,4.2,254,254,6/5/21 9:50
3445,5/6/21 10:00,4.3,254,254,6/5/21 10:00
3446,5/6/21 10:10,4.3,255,255,6/5/21 10:10
3447,5/6/21 10:20,4.4,256,255,6/5/21 10:20
3448,5/6/21 10:30,4.5,256,255,6/5/21 10:30
3449,5/6/21 10:40,4.6,254,255,6/5/21 10:40
3450,5/6/21 10:50,4.7,255,255,6/5/21 10:50
3451,5/6/21 11:00,4.8,254,255,6/5/21 11:00
3452,5/6/21 11:10,4.9,254,255,6/5/21 11:10
3453,5/6/21 11:20,5,254,255,6/5/21 11:20
3454,5/6/21 11:30,5.2,255,255,6/5/21 11:30
3455,5/6/21 11:40,5.3,256,255,6/5/21 11:40
3456,5/6/21 11:50,5.4,255,255,6/5/21 11:50
3457,5/6/21 12:00,5.6,255,256,6/5/21 12:00
3458,5/6/21 12:10,5.8,255,256,6/5/21 12:10
3459,5/6/21 12:20,5.9,256,256,6/5/21 12:20
3460,5/6/21 12:30,5.8,256,256,6/5/21 12:30
3461,5/6/21 12:40,5.8,257,256,6/5/21 12:40
3462,5/6/21 12:50,5.8,257,256,6/5/21 12:50
3463,5/6/21 13:00,5.9,257,257,6/5/21 13:00
3464,5/6/21 13:10,5.8,257,257,6/5/21 13:10
3465,5/6/21 13:20,5.7,257,257,6/5/21 13:20
3466,5/6/21 13:30,5.8,257,257,6/5/21 13:30
3467,5/6/21 13:40,5.8,258,258,6/5/21 13:40
3468,5/6/21 13:50,5.8,257,257,6/5/21 13:50
3469,5/6/21 14:00,5.7,257,258,6/5/21 14:00
3470,5/6/21 14:10,5.6,258,258,6/5/21 14:10
3471,5/6/21 14:20,5.5,258,258,6/5/21 14:20
3472,5/6/21 14:30,5.4,258,258,6/5/21 14:30
3473,5/6/21 14:40,5.4,258,258,6/5/21 14:40
3474,5/6/21 14:50,5.3,259,259,6/5/21 14:50
3475,5/6/21 15:00,5.2,259,258,6/5/21 15:00
3476,5/6/21 15:10,5.2,259,259,6/5/21 15:10
3477,5/6/21 15:20,5.1,259,259,6/5/21 15:20
3478,5/6/21 15:30,5.1,261,260,6/5/21 15:30
3479,5/6/21 15:40,5,259,260,6/5/21 15:40
3480,5/6/21 15:50,5,260,260,6/5/21 15:50
3481,5/6/21 16:00,4.9,260,260,6/5/21 16:00
3482,5/6/21 16:10,4.8,260,260,6/5/21 16:10
3483,5/6/21 16:20,4.8,261,260,6/5/21 16:20
3484,5/6/21 16:30,4.7,259,260,6/5/21 16:30
3485,5/6/21 16:40,4.7,262,260,6/5/21 16:40
3486,5/6/21 16:50,4.7,260,262,6/5/21 16:50
3487,5/6/21 17:00,4.6,264,262,6/5/21 17:00
3488,5/6/21 17:10,4.6,264,263,6/5/21 17:10
3489,5/6/21 17:20,4.6,264,263,6/5/21 17:20
3490,5/6/21 17:30,4.6,262,263,6/5/21 17:30
3491,5/6/21 17:40,4.6,262,263,6/5/21 17:40
3492,5/6/21 17:50,4.5,263,263,6/5/21 17:50
3493,5/6/21 18:00,4.5,262,263,6/5/21 18:00
3494,5/6/21 18:10,4.5,264,264,6/5/21 18:10
3495,5/6/21 18:20,4.5,264,264,6/5/21 18:20
3496,5/6/21 18:30,4.5,264,263,6/5/21 18:30
3497,5/6/21 18:40,4.5,264,263,6/5/21 18:40
3498,5/6/21 18:50,4.4,263,264,6/5/21 18:50
3499,5/6/21 19:00,4.4,264,263,6/5/21 19:00
3500,5/6/21 19:10,4.4,263,263,6/5/21 19:10
3501,5/6/21 19:20,4.4,263,264,6/5/21 19:20
3502,5/6/21 19:30,4.4,264,263,6/5/21 19:30
3503,5/6/21 19:40,4.4,263,263,6/5/21 19:40
